Doxology,56204,"Praise God from whom all blessings flow
Praise him all creatures here below
Praise him all he heavenly hosts
Praise Father, Son, and Holy Ghost

Amen Amen Amen
God we praise You
God we praise You

Amen Amen Amen
We praise You
We praise You"
Crown Him,7071124,"VERSE 1
The humble King has come to earth
From throne on high to lowly birth
His glory reigns
The spotless lamb has washed away
Our fatal sin with saving grace
His glory reigns
The Man of Sorrows crucified
For love He bleeds, and love He dies
His glory reigns

CHORUS 1
Christ the King is Lord, crown Him
Seated on His throne, hail Him

VERSE 2
The resurrected King of Kings
Enthroned on high in majesty
His glory reigns
Behold! The gracious Lord of Light
Has opened ears and poured out sight
His glory reigns

CHORUS 2
Christ the King is Lord, crown Him
Seated on His throne, hail Him
See the lamb adorned, praise Him
Glory in His love, praise Him"
How Vast The Love,7138111,"VERSE 1
Come gaze upon your Savior
Behold your great High Priest
Draw near in awe and wonder
His cross has spoken peace

VERSE 2
Come rest from sin and striving
Find endless stores of grace
The heart that turns to Jesus
Is cleansed from every stain

CHORUS
Oh, how deep, how wide, how long
Oh, how vast the love of Jesus
Oh, how sure, how sweet, how strong
Oh, how vast His love for us

VERSE 3
So lift your eyes to Jesus
Arise from doubt and shame
His blood cries, ‘It is finished!’
Our life is in His name

VERSE 4
What now can separate us?
Can death or pain or fear?
We have this strong assurance
In Christ we’ve been brought near
And in His strength we’ll labor
His promises our hope
Thus far His love has led us!
His love will lead us home!"
All I Have Is Christ,5174122,"VERSE 1
I once was lost in darkest night
Yet thought I knew the way
The sin that promised joy and life
Had led me to the grave
I had no hope that You would own
A rebel to Your will
And if You had not loved me first
I would refuse You still

VERSE 2
But as I ran my hell-bound race
Indifferent to the cost
You looked upon my helpless state
And led me to the cross
And I beheld God’s love displayed
You suffered in my place
You bore the wrath reserved for me
Now all I know is grace

CHORUS
Hallelujah! All I have is Christ
Hallelujah! Jesus is my life

VERSE 3
Now, Lord, I would be Yours alone
And live so all might see
The strength to follow Your commands
Could never come from me
O Father, use my ransomed life
In any way You choose
And let my song forever be
My only boast is You"
How Deep The Father's Love For Us,1558110,"How deep the Father’s love for us,
How vast beyond all measure,
That He should give His only Son
To make a wretch His treasure.
How great the pain of searing loss –
The Father gives His son away,
As wounds which mar the Chosen One
Bring many sons to glory.

Behold the man upon a cross,
My sin upon His shoulders;
Ashamed, I hear my mocking voice
Call out among the scoffers.
It was my sin that held Him there
Until it was accomplished;
His dying breath has brought me life –
I know that it is finished.

I will not boast in anything,
No gifts, no power, no wisdom;
But I will boast in Jesus Christ,
His death and resurrection.
Why should I gain from His reward?
I cannot give an answer;
But this I know with all my heart –
His wounds have paid my ransom."
Doxology (Amen),7059306,"VERSE 1
Praise God from whom all blessings flow
Praise him all creatures here below
Praise him all he heavenly hosts
Praise Father, Son, and Holy Ghost

CHORUS
Amen Amen Amen
God we praise You
God we praise You

VERSE 2
Praise God for all that he has done
Praise him for he has overcome
The grave is beaten love has won
Praise God our Savior, Christ the son

BRIDGE
Amen Amen Amen
We praise You
We praise You"
O God Of Mercy Hear Our Plea,7096628,"O God, we’ve seen Your faithfulness
You brought us from the wilderness
But now our faith is frail and weak
O God of mercy, hear our plea

When will You comfort our distress?
How long until the promised rest?
We cry to You from deepest need
O God of mercy, hear our plea

Abba, Father, our Redeemer
In this barren land be our hope and strength
Until glory we will trust and sing
Abba, Father, hear our plea

We join creation’s longing groan
To take Your ransomed children home
For then the eyes of all will see
The God of mercy hears our plea"
Rock Of Ages,7004664,"VERSE 1
Rock of Ages, cleft for me
Let me hide myself in thee
Let the water and the blood
from thy wounded side which flowed
Be of sin the double cure
Save from wrath and make me pure

VERSE 2
Not the labors of my hands
Can fulfill the law's commands
Should my passion never fade
And my efforts all be weighed
All for sin could not atone
You must save and you alone

CHORUS
Rock of Ages
No one takes your life
Yet you died that I might live
Costly grace you freely give

Rock of Ages
You have paid the price
You were cleft to cover me
Let my hide myself in thee

VERSE 3
Nothing in my hand I bring
Simply to the cross I cling
Naked come to thee for dress
Helpless look to thee for grace
Wretched to the fount I fly
Wash me, Savior, or I die

BRIDGE
And while I draw my final breath
I'll rest upon your grace
And when I close my eyes in death
I'll wake to see your face"
Come Praise And Glorify,6167664,"VERSE 1
Come praise and glorify our God
The Father of our Lord
In Christ He has in heav’nly realms
His blessings on us poured
For pure and blameless in His sight
He destined us to be
And now we’ve been adopted through
His Son eternally

CHORUS
To the praise of Your glory
To the praise of Your mercy and grace
To the praise of Your glory
You are the God who saves

VERSE 2
Come praise and glorify our God
Who gives His grace in Christ
In Him our sins are washed away
Redeemed through sacrifice
In Him God has made known to us
The myst’ry of His will
That Christ should be the head of all
His purpose to fulfill

VERSE 3
Come praise and glorify our God
For we’ve believed the Word
And through our faith we have a seal
The Spirit of the Lord
The Spirit guarantees our hope
Until redemption’s done
Until we join in endless praise
To God, the Three in One"
Behold Our God,5937510,"VERSE 1
Who has held the oceans in His hands?
Who has numbered every grain of sand?
Kings and nations tremble at His voice
All creation rises to rejoice

CHORUS
Behold our God seated on His throne
Come, let us adore Him
Behold our King! Nothing can compare
Come, let us adore Him!

VERSE 2
Who has given counsel to the Lord?
Who can question any of His words?
Who can teach the One Who knows all things?
Who can fathom all His wondrous deeds?

VERSE 3
Who has felt the nails upon His hands
Bearing all the guilt of sinful man?
God eternal humbled to the grave
Jesus, Savior risen now to reign!

TAG
Men: You will reign forever
Women: Let Your glory fill the earth"
On Christ The Solid Rock I Stand,3809729,"VERSE 1
My hope is built on nothing less
than Jesus' Christ, my righteousness;
I dare not trust the sweetest frame,
but wholly lean on Jesus' name.

CHORUS
On Christ, the solid rock, I stand;
All other ground is sinking sand,
All other ground is sinking sand.

VERSE 2
When darkness veils his lovely face,
I rest on his unchanging grace;
in ev'ry high and stormy gale,
my anchor holds within the veil.

VERSE 3
His oath, his covenant, his blood
support me in the whelming flood;
when all around my soul gives way,
He is all my hope and stay.

VERSE 4
When he shall come with trumpet sound,
O may I then in him be found,
dressed in his righteousness alone,
faultless to stand before the throne."
He Will Hold Me Fast,7016161,"VERSE 1
When I fear my faith will fail, Christ will hold me fast;
When the tempter would prevail, He will hold me fast.
I could never keep my hold through life's fearful path;
For my love is often cold; He must hold me fast.

CHORUS
He will hold me fast, He will hold me fast;
For my Saviour loves me so, He will hold me fast.

VERSE 2
Those He saves are His delight, Christ will hold me fast;
Precious in his holy sight, He will hold me fast.
He'll not let my soul be lost; His promises shall last;
Bought by Him at such a cost, He will hold me fast.

VERSE 3
For my life He bled and died, Christ will hold me fast;
Justice has been satisfied; He will hold me fast.
Raised with Him to endless life, He will hold me fast
‘Till our faith is turned to sight, When He comes at last!"
Holy Holy Holy (Nicaea),1156,"Holy, holy, holy! Lord God Almighty!
Early in the morning our song shall rise to thee;
holy, holy, holy! merciful and mighty,
God in three persons, blessed Trinity!

Holy, holy, holy! All the saints adore thee,
casting down their golden crowns around the glassy sea;
cherubim and seraphim falling down before thee,
who wert and art and evermore shalt be.

Holy, holy, holy! Though the darkness hide thee,
though the eye of sinful man thy glory may not see,
only thou art holy; there is none beside thee,
perfect in power, in love, and purity.

Holy, holy, holy! Lord God Almighty!
All thy works shall praise thy name, in earth and sky and sea;
holy, holy, holy! merciful and mighty,
God in three persons, blessed Trinity! "
Thirst,7003126,"VERSE 1
Wash over me like a tidal wave
Clean out what pulls me to the grave
Nothing left that you don't love

Take me where your river flows
Heal the desert in my soul
Let it wash over my feet
All I'm asking for is just a drink

CHORUS
I thirst for You
Yes my soul it thirsts for You
Even as the deer is panting for the stream
Even though my soul is thirsty
I thirst for you

VERSE 2
Spirit of the living God
Would you fall afresh like rain on us
Burst the doors and flood the halls
Into forgotten rooms inside our hearts

And we will all be swept away
In the current of your love and grace
Living water flow to me
All I'm asking for is just a drink

CHORUS
I thirst for you
Yes my soul it thirsts for you
Even as the deer is panting for the stream
Even though my soul is thirsty
I thirst for you

BRIDGE
One thing I ask and I would seek
To see You there in front of me
With nothing standing in the way
Just me before You unashamed

I thirst for you
I thirst for you
You're the well that won't run dry
Only you can satisfy

I thirst for you
I thirst for you
Living water flow to me
All I ask is just one drink
I thirst for you"
O Lord My Rock And My Redeemer,7096627,"VERSE 1
O Lord, my Rock and my Redeemer
Greatest treasure of my longing soul
My God, like You there is no other
True delight is found in You alone
Your grace, a well too deep to fathom
Your love exceeds the heavens’ reach
Your truth, a fount of perfect wisdom
My highest good and my unending need

VERSE 2
O Lord, my Rock and my Redeemer
Strong defender of my weary heart
My sword to fight the cruel deceiver
And my shield against his hateful darts
My song when enemies surround me
My hope when tides of sorrow rise
My joy when trials are abounding
Your faithfulness, my refuge in the night

VERSE 3
O Lord, my Rock and my Redeemer
Gracious Savior of my ruined life
My guilt and cross laid on Your shoulders
In my place You suffered bled and died
You rose, the grave and death are conquered
You broke my bonds of sin and shame
O Lord, my Rock and my Redeemer
May all my days bring glory to Your Name"
Living Hope,7106807,"VERSE 1
How great the chasm that lay between us
How high the mountain I could not climb
In desperation, I turned to heaven
And spoke Your name into the night
Then through the darkness, Your loving-kindness
Tore through the shadows of my soul
The work is ﬁnished, the end is written
Jesus Christ, my living hope

VERSE 2
Who could imagine so great a mercy?
What heart could fathom such boundless grace?
The God of ages stepped down from glory
To wear my sin and bear my shame
The cross has spoken, I am forgiven
The King of kings calls me His own
Beautiful Savior, I'm Yours forever
Jesus Christ, my living hope

CHORUS
Hallelujah, praise the One who set me free
Hallelujah, death has lost its grip on me
You have broken every chain
There's salvation in Your name
Jesus Christ, my living hope

VERSE 3
Then came the morning that sealed the promise
Your buried body began to breathe
Out of the silence, the Roaring Lion
Declared the grave has no claim on me
Then came the morning that sealed the promise
Your buried body began to breathe
Out of the silence, the Roaring Lion
Declared the grave has no claim on me
Jesus, Yours is the victory, whoa!

BRIDGE
Jesus Christ, my living hope
Oh God, You are my living hope"
Above All,2672885,"VERSE 1
Above all powers above all kings
Above all nature and all created things
Above all wisdom and all the ways of man
You were here before the world began

Above all kingdoms, above all thrones
Above all wonders the world has ever known
Above all wealth and treasures of the earth
There's no way to measure what You're worth

CHORUS 1
Crucified laid behind a stone, You lived to die
Rejected and alone
Like a rose trampled on the ground
You took the fall and thought of me above all

BRIDGE
Like a rose trampled on the ground
You took the fall and thought of me above all"
As It Is In Heaven,7059303,"Let my heart be a temple
Let that temple have a throne
Let the one who sits upon it
Be You and You alone

I surrender my ambitions
I lay down all my pride
That I would be Your servant
And You would be my God

Let Your will be done in me
Let Your kingdom come in me
In my life Lord let it be
As it is in heaven

Like a battle weary soldier
I'm lifting up my hands
In absolute surrender
My life, my will, my plans

Be enthroned upon our hearts
Take control of every part
Be the King of all we are
Oh God in heaven

Yours will be the glory
The honor and the fame
And this will be my story
Lifting high Your name

I lift my hands and say that I need You
I lift my heart and say that I love You
I give my life, God I am forever Yours"
Reformation Song,7088632,"VERSE 1
Your Word alone is solid ground,
The mighty rock on which we build;
In every line the truth is found
And every page with glory filled.

VERSE 2
Through faith alone we come to You;
We have no merit we can claim.
Sure that Your promises are true,
We place our hope in Jesus’ name.

REFRAIN
Gloria, gloria, glory to God alone;
Gloria, gloria, glory to God alone.

VERSE 3
In Christ alone we’re justified;
His righteousness is all our plea;
Your law’s demands are satisfied;
His perfect work has set us free.

VERSE 4
By grace alone we have been saved;
All that we are has come from You.
Hearts that were once by sin enslaved
Now by Your pow’r have been made new.

VERSE 5 - OPTIONAL
And on this Reformation day
We join with saints of old to sing
We lift our hearts as one in praise
Glory to Christ our gracious King"
What A Beautiful Name,7068424,"VERSE 1
You were the Word at the beginning
One with God the Lord Most High
Your hidden glory in creation
Now revealed in You our Christ

CHORUS 1
What a beautiful Name it is
What a beautiful Name it is
The Name of Jesus Christ my King
What a beautiful Name it is
Nothing compares to this
What a beautiful Name it is
The Name of Jesus

VERSE 2
You didn’t want heaven without us
So Jesus You brought heaven down
My sin was great Your love was greater
What could separate us now

CHORUS 2
What a wonderful Name it is
What a wonderful Name it is
The Name of Jesus Christ my King
What a wonderful Name it is
Nothing compares to this
What a wonderful Name it is
The Name of Jesus
What a wonderful Name it is
The Name of Jesus

BRIDGE
Death could not hold You
The veil tore before You
You silence the boast of sin and grave
The heavens are roaring
The praise of Your glory
For You are raised to life again

You have no rival
You have no equal
Now and forever God You reign
Yours is the kingdom
Yours is the glory
Yours is the Name above all names

CHORUS 3
What a powerful Name it is
What a powerful Name it is
The Name of Jesus Christ my King
What a powerful Name it is
Nothing can stand against
What a powerful Name it is
The Name of Jesus

TAGS
What a powerful Name it is The Name of Jesus
What a powerful Name it is The Name of Jesus"
In Christ Alone,3350395,"In Christ alone my hope is found;
He is my light, my strength, my song;
This cornerstone, this solid ground,
Firm through the fiercest drought and storm.
What heights of love, what depths of peace,
When fears are stilled, when strivings cease!
My comforter, my all in all—
Here in the love of Christ I stand.

In Christ alone, Who took on flesh,
Fullness of God in helpless babe!
This gift of love and righteousness,
Scorned by the ones He came to save.
Till on that cross as Jesus died,
The wrath of God was satisfied;
For ev'ry sin on Him was laid—
Here in the death of Christ I live.

There in the ground His body lay,
Light of the world by darkness slain;
Then bursting forth in glorious day,
Up from the grave He rose again!
And as He stands in victory,
Sin's curse has lost its grip on me;
For I am His and He is mine—
Bought with the precious blood of Christ.

No guilt in life, no fear in death—
This is the pow'r of Christ in me;
From life's first cry to final breath,
Jesus commands my destiny.
No pow'r of hell, no scheme of man,
Can ever pluck me from His hand;
Till He returns or calls me home—
Here in the pow'r of Christ I'll stand."
There Is A Fountain,27707,"There is a fountain filled with blood,
Drawn from Immanuel’s veins,
And sinners plunged beneath that flood
Lose all their guilty stains:
Lose all their guilty stains,
Lose all their guilty stains;
And sinners plunged beneath that flood
Lose all their guilty stains.

The dying thief rejoiced to see
That fountain in His day;
And there have I, though vile as he,
Washed all my sins away:
Washed all my sins away,
Washed all my sins away;
And there have I, though vile as he,
Washed all my sins away.

Dear dying Lamb, Thy precious blood
Shall never lose its pow’r,
Till all the ransomed church of God
Are safe, to sin no more:
Are safe, to sin no more,
Are safe, to sin no more;
Till all the ransomed church of God
Are safe, to sin no more.

E’er since by faith I saw the stream
Thy flowing wounds supply,
Redeeming love has been my theme,
And shall be till I die:
And shall be till I die,
And shall be till I die;
Redeeming love has been my theme,
And shall be till I die.

When this poor, lisping, stamm’ring tongue
Lies silent in the grave,
Then in a nobler, sweeter song,
I’ll sing Thy pow’r to save:
I’ll sing Thy pow’r to save,
I’ll sing Thy pow’r to save;
Then in a nobler, sweeter song,
I’ll sing Thy pow’r to save."
Jesus There's No One Like You,7096630,"VERSE 1
There is no song we could sing
To honor the weight of Your glory
There are no words we could speak
To capture the depth of Your beauty

CHORUS
Jesus, there’s no one like You
Jesus, we love You, ever adore You
There’s no one like You
Jesus, we love You, ever adore You, Lord

VERSE 2
There is no sinner beyond
The infinite stretch of Your mercy
How can we thank You enough
For how You have loved us completely?

BRIDGE
All we have
All we need
All we want is You"
O Praise The Name (Anástasis),7037787,"I cast my mind to Calvary
Where Jesus bled and died for me
I see His wounds, His hands, His feet
My Saviour on that cursed tree

His body bound and drenched in tears
They laid Him down in Joseph's tomb
The entrance sealed by heavy stone
Messiah still and all alone

O praise the name of the Lord our God
O praise His name forevermore
For endless days we will sing Your praise
Oh Lord, oh Lord our God

And then on the third at break of dawn
The Son of heaven rose again
O trampled death where is your sting?
The angels roar for Christ the King

O praise the name of the Lord our God
O praise His name forevermore
For endless days we will sing Your praise
Oh Lord, oh Lord our God

He shall return in robes of white
The blazing sun shall pierce the night
And I will rise among the saints
My gaze transfixed on Jesus' face

O praise the name of the Lord our God
O praise His name forever more
For endless days we will sing Your praise
Oh Lord, oh Lord our God
Oh Lord, oh Lord our God
Oh Lord, oh Lord our God"
Fall Afresh,6032768,"Awaken my soul, come awake
To hunger, to seek, to thirst
Awaken first love, come awake
And do as You did, at first!

Spirit of the living God
Come fall afresh on me
Come wake me from my sleep
Blow through the caverns of my soul
Pour in me to overflow!
To overflow

Spirit come and fill this place
Let Your glory now invade
Spirit come and fill this place
Let Your glory now invade

Spirit of the living God
Come fall afresh on me
Come wake me from my sleep
Blow through the caverns of my soul
Pour in me to overflow!"
Jesus Paid It All,4689508,"I hear the Savior say,
Thy strength indeed is small;
Child of weakness, watch and pray,
Find in Me thine all in all.

Jesus paid it all,
All to Him I owe;
Sin had left a crimson stain,
He washed it white as snow.

Lord, now indeed I find
Thy power and Thine alone,
Can change the leper's spots
and melt the heart of stone.

And when before the throne
I stand in Him complete,
Jesus died my soul to save,
my lips shall still repeat

O Praise the one who paid my debt
And raised this life up from the dead
O Praise the one who paid my debt
And raised this life up from the dead"
I Will Exalt You,5409079,"I will exalt you
I will exalt you
I will exalt you
You are my God

My hiding place
My safe refuge
My treasure lord you are
My friend and king
Anointed one
Most holy

Because you're with me
Because you're with me
Because you're with me
I will not fear"
Great Are You Lord,6460220,"VERSE 1
You give life, You are love
You bring light to the darkness
You give hope, You restore
Every heart that is broken
Great are You, Lord

CHORUS
So we pour out our praise
We pour out our praise
It's Your breath in our lungs
So we pour out our praise to You only

CHORUS 2
It's Your breath in our lungs
So we pour out our praise
We pour out our praise
It's Your breath in our lungs
So we pour out our praise to You only
It's Your breath in our lungs
So we pour out our praise
We pour out our praise
It's Your breath in our lungs
So we pour out our praise to You only

BRIDGE
All the earth will shout Your praise
Our hearts will cry, these bones will sing
Great are You, Lord"
We Fall Down,2437367,"We fall down
We lay our crowns
At the feet of Jesus
The greatness of
Mercy and love
At the feet of Jesus

And we cry holy holy holy
And we cry holy holy holy
And we cry holy holy holy
Is the Lamb

Holy holy holy
Is the Lamb"
We Exalt Thee,17803,"For Thou, O Lord, art high above all the earth.
Thou art exalted far above all gods.
For Thou, O Lord, art high above all the earth.
Thou art exalted far above all gods.

We exalt Thee, we exalt Thee, we exalt Thee, O Lord.
We exalt Thee, we exalt Thee, we exalt Thee, O Lord."
Christ Is Enough,6514035,"Christ is my reward and all of my devotion
Now there's nothing in this world that could ever satisfy
Through every trial my soul will sing
No turning back, I've been set free

Christ is enough for me, Christ is enough for me
Everything I need is in You, everything I need

Christ my all in all, the joy of my salvation
And this hope will never fail, Heaven is our home
Through every storm my soul will sing
Jesus is here, to God be the glory

I have decided to follow Jesus
No turning back, no turning back
The cross before me, the world behind me
No turning back, no turning back"
Refiner's Fire,426298,"Purify my heart
Let me be as gold
And precious silver
Purify my heart
Let me be as gold
Pure gold

Refiner's fire
My heart's one desire
Is to be holy
Set apart for You Lord
I choose to be holy
Set apart for You My Master
Ready to do Your will

Purify my heart
Cleanse me from within
And make me holy
Purify my heart
Cleanse me from my sin
Deep within"
More Love More Power,60661,"More love, more power 
More of You in my life
 More love, more power
 More of You in my life

And I will worship You, with all of my heart
 I will worship You, with all of my mind 
I will worship You, with all of my strength 
For You are my Lord
"
One Thing I Ask,213353,"One thing I ask, one thing I seek
That I may dwell in your house, oh lord
All of my days, all of my life
That I may see you lord
Hear me oh lord, hear me when I cry
Lord do not hide your face from me
You have been my strength, you have been my shield
And you will lift me up

One thing I ask, one thing I desire,
Is to see you, is to see you"
Good To Me,313480,"I cry out
For your hand of mercy to heal me
I am weak
I need your love to free me

Oh Lord, my Rock
My strength in weakness
Come rescue me, oh Lord

You are my hope
Your promise never fails me
And my desire
Is to follow You forever

For You are good
For You are good
For You are good to me"
We Worship At Your Feet,192405,"Come and see, come and see
Come and see the King of love
See the purple robe and crown of thorns he wears
Soldiers mock, rulers sneer
As he lifts the cruel cross
Lone and friendless now he climbs towards the hill

We worship at your feet
Where wrath and mercy meet
And guilty one's are washed
By love's pure stream
For us he was made sin
Oh, help me take it in
Deep wounds of love cry out 'Father, forgive'
I worship, I worship
The Lamb who was slain.

Come and weep, come and mourn
For your sin that pierced him there
So much deeper than the wounds of thorn and nail
All our pride, all our greed
All our fallenness and shame
And the Lord has laid the punishment on him

Word of God, born to earth
To redeem men marred by sin
Here we bow in awe before
Your searching eyes
From your tears comes our joy
From your death new life has come
By your resurrection power we shall rise"
Glory,7003038,"The mountains standing in Your strength
The oceans roaring out Your praise
All creation glorifies Your name

The angels bow before Your throne
The heavens shine for You alone
All creation glorifies Your name
All creation glorifies Your name
Singing

Holy, Holy, Holy is the Lord
Almighty, Worthy
All the earth is filled with Your glory, glory
We give You glory, glory

In Your hands You hold the universe
At Your feet, the nations of the earth
All creation glorifies Your name
All creation glorifies Your name
Singing

Blessing, honor, glory, power
All our praises, Yours forever"
O Come To The Altar,7051511,"Are you hurting and broken within
Overwhelmed by the weight of your sin
Jesus is calling
Have you come to the end of yourself
Do you thirst for a drink from the well
Jesus is calling

O come to the altar
The Father's arms are open wide
Forgiveness was bought with
The precious blood of Jesus Christ

Leave behind your regrets and mistakes
Come today there's no reason to wait
Jesus is calling
Bring your sorrows and trade them for joy
From the ashes a new life is born
Jesus is calling

Oh what a Savior
Isn't He wonderful
Sing alleluia, Christ is risen
Bow down before Him
For He is Lord of all
Sing alleluia, Christ is risen

Bear your cross as you wait for the crown
Tell the world of the treasure you've found"
White As Snow,5496329,"Have mercy on me, oh God
According to Your unfailing love
According to Your great compassion
Blot out my transgressions

Would You create in me a clean heart
Oh God
Restore in me
The joy of Your salvation

The sacrifices of our God
Are a broken and contrite heart
Against you and you alone have I sinned

Wash me white as snow
And I will be made whole
Wash me white as snow
"
